timestamp,kWh,Building
2024-09-01 12:00:00,12.054,Admin
2024-09-01 12:00:00,8.64,Library
2024-09-01 12:00:00,10.931,Hostel
2024-09-01 13:00:00,9.728,Hostel
2024-09-01 13:00:00,10.823,Admin
2024-09-01 13:00:00,13.593,Lab
2024-09-01 13:00:00,9.0,Library
2024-09-01 13:00:00,5.673,Sports
2024-09-01 14:00:00,5.996,Sports
2024-09-01 14:00:00,12.332,Admin
2024-09-01 14:00:00,12.62,Lab
2024-09-01 14:00:00,9.71,Hostel
2024-09-01 14:00:00,8.435,Library
2024-09-01 15:00:00,12.895,Admin
2024-09-01 15:00:00,12.877,Lab
2024-09-01 15:00:00,9.548,Hostel
2024-09-01 15:00:00,9.136,Library
2024-09-01 15:00:00,6.256,Sports
2024-09-01 16:00:00,6.181,Sports
2024-09-01 16:00:00,8.045,Library
2024-09-01 16:00:00,13.72,Admin
2024-09-01 16:00:00,14.512,Lab
2024-09-01 16:00:00,9.093,Hostel
2024-09-01 17:00:00,14.807,Lab
2024-09-01 17:00:00,7.093,Sports
2024-09-01 17:00:00,7.4,Library
2024-09-01 17:00:00,9.901,Hostel
2024-09-01 17:00:00,11.479,Admin
2024-09-01 18:00:00,6.123,Sports
2024-09-01 18:00:00,8.432,Library
2024-09-01 18:00:00,9.867,Hostel
2024-09-01 18:00:00,13.229,Lab
2024-09-01 18:00:00,12.239,Admin
2024-09-01 19:00:00,11.376,Admin
2024-09-01 19:00:00,6.261,Sports
2024-09-01 19:00:00,11.663,Hostel
2024-09-01 19:00:00,8.562,Library
2024-09-01 19:00:00,14.676,Lab
2024-09-01 20:00:00,11.599,Admin
2024-09-01 20:00:00,9.982,Hostel
2024-09-01 20:00:00,7.909,Library
2024-09-01 20:00:00,14.191,Lab
2024-09-01 20:00:00,6.388,Sports
2024-09-01 21:00:00,6.066,Library
2024-09-01 21:00:00,12.44,Lab
2024-09-01 21:00:00,8.946,Hostel
2024-09-01 21:00:00,4.049,Sports
2024-09-01 21:00:00,10.118,Admin
2024-09-01 22:00:00,4.173,Sports
2024-09-01 22:00:00,7.514,Library
2024-09-01 22:00:00,8.285,Hostel
2024-09-01 22:00:00,10.569,Admin
2024-09-01 22:00:00,13.079,Lab
2024-09-01 23:00:00,3.442,Sports
2024-09-01 23:00:00,6.853,Hostel
2024-09-01 23:00:00,5.868,Library
2024-09-01 23:00:00,11.287,Admin
2024-09-01 23:00:00,12.248,Lab
2024-09-02 00:00:00,6.074,Library
2024-09-02 00:00:00,11.127,Lab
2024-09-02 00:00:00,11.007,Admin
2024-09-02 00:00:00,8.601,Hostel
2024-09-02 00:00:00,4.167,Sports
2024-09-02 01:00:00,9.418,Admin
2024-09-02 01:00:00,3.971,Sports
2024-09-02 01:00:00,11.523,Lab
2024-09-02 01:00:00,8.405,Hostel
2024-09-02 01:00:00,6.225,Library
2024-09-02 02:00:00,5.497,Sports
2024-09-02 02:00:00,8.8,Hostel
2024-09-02 02:00:00,11.103,Lab
2024-09-02 02:00:00,10.866,Admin
2024-09-02 02:00:00,5.997,Library
2024-09-02 03:00:00,9.638,Admin
2024-09-02 03:00:00,12.195,Lab
2024-09-02 03:00:00,4.759,Library
2024-09-02 03:00:00,5.209,Sports
2024-09-02 03:00:00,8.916,Hostel
2024-09-02 04:00:00,9.377,Admin
2024-09-02 04:00:00,8.4,Hostel
2024-09-02 04:00:00,5.417,Library
2024-09-02 04:00:00,11.6,Lab
2024-09-02 04:00:00,3.567,Sports
2024-09-02 05:00:00,7.044,Library
2024-09-02 05:00:00,4.494,Sports
2024-09-02 05:00:00,8.928,Admin
2024-09-02 05:00:00,8.421,Hostel
2024-09-02 05:00:00,11.567,Lab
2024-09-02 06:00:00,4.222,Library
2024-09-02 06:00:00,9.973,Admin
2024-09-02 06:00:00,8.77,Hostel
2024-09-02 06:00:00,5.13,Sports
2024-09-02 06:00:00,11.557,Lab
2024-09-02 07:00:00,3.327,Sports
2024-09-02 07:00:00,7.62,Hostel
2024-09-02 07:00:00,10.292,Lab
2024-09-02 07:00:00,6.678,Library
2024-09-02 07:00:00,9.591,Admin
2024-09-02 08:00:00,3.723,Sports
2024-09-02 08:00:00,14.44,Lab
2024-09-02 08:00:00,7.509,Library
2024-09-02 08:00:00,9.997,Hostel
2024-09-02 08:00:00,13.721,Admin
2024-09-02 09:00:00,13.156,Lab
2024-09-02 09:00:00,12.826,Admin
2024-09-02 09:00:00,6.485,Sports
2024-09-02 09:00:00,7.719,Library
2024-09-02 09:00:00,9.393,Hostel
2024-09-02 10:00:00,9.409,Hostel
2024-09-02 10:00:00,5.842,Sports
2024-09-02 10:00:00,7.188,Library
2024-09-02 10:00:00,11.595,Admin
2024-09-02 10:00:00,13.551,Lab
2024-09-02 11:00:00,12.258,Admin
2024-09-02 11:00:00,10.438,Hostel
2024-09-02 11:00:00,6.739,Sports
2024-09-02 11:00:00,7.842,Library
2024-09-02 11:00:00,14.632,Lab
2024-09-02 12:00:00,15.177,Lab
2024-09-02 12:00:00,10.477,Hostel
2024-09-02 12:00:00,7.792,Library
2024-09-02 12:00:00,12.85,Admin
2024-09-02 12:00:00,7.088,Sports
2024-09-02 13:00:00,8.654,Library
2024-09-02 13:00:00,7.631,Sports
2024-09-02 13:00:00,11.983,Admin
2024-09-02 13:00:00,7.606,Hostel
2024-09-02 13:00:00,14.056,Lab
2024-09-02 14:00:00,11.831,Admin
2024-09-02 14:00:00,12.646,Lab
2024-09-02 14:00:00,7.772,Library
2024-09-02 14:00:00,5.735,Sports
2024-09-02 14:00:00,10.655,Hostel
2024-09-02 15:00:00,15.237,Lab
2024-09-02 15:00:00,9.427,Hostel
2024-09-02 15:00:00,7.834,Library
2024-09-02 15:00:00,5.216,Sports
2024-09-02 15:00:00,13.343,Admin
2024-09-02 16:00:00,11.601,Admin
2024-09-02 16:00:00,13.574,Lab
2024-09-02 16:00:00,10.019,Library
2024-09-02 16:00:00,5.35,Sports
2024-09-02 16:00:00,9.056,Hostel
2024-09-02 17:00:00,10.978,Hostel
2024-09-02 17:00:00,5.591,Sports
2024-09-02 17:00:00,11.926,Admin
2024-09-02 17:00:00,13.254,Lab
2024-09-02 17:00:00,7.871,Library
2024-09-02 18:00:00,12.209,Admin
2024-09-02 18:00:00,7.807,Library
2024-09-02 18:00:00,9.107,Hostel
2024-09-02 18:00:00,13.436,Lab
2024-09-02 18:00:00,6.399,Sports
2024-09-02 19:00:00,9.645,Library
2024-09-02 19:00:00,12.146,Admin
2024-09-02 19:00:00,16.304,Lab
2024-09-02 19:00:00,10.79,Hostel
2024-09-02 19:00:00,4.933,Sports
2024-09-02 20:00:00,6.597,Sports
2024-09-02 20:00:00,9.755,Hostel
2024-09-02 20:00:00,15.619,Lab
2024-09-02 20:00:00,8.326,Library
2024-09-02 20:00:00,10.846,Admin
2024-09-02 21:00:00,9.437,Hostel
2024-09-02 21:00:00,4.343,Library
2024-09-02 21:00:00,13.198,Lab
2024-09-02 21:00:00,9.886,Admin
2024-09-02 21:00:00,4.792,Sports
2024-09-02 22:00:00,10.896,Lab
2024-09-02 22:00:00,6.463,Library
2024-09-02 22:00:00,11.125,Admin
2024-09-02 22:00:00,4.247,Sports
2024-09-02 22:00:00,9.405,Hostel
2024-09-02 23:00:00,5.571,Library
2024-09-02 23:00:00,12.262,Lab
2024-09-02 23:00:00,8.888,Hostel
2024-09-02 23:00:00,9.287,Admin
2024-09-02 23:00:00,4.205,Sports
2024-09-03 00:00:00,7.049,Library
2024-09-03 00:00:00,7.112,Hostel
2024-09-03 00:00:00,11.203,Lab
2024-09-03 00:00:00,9.388,Admin
2024-09-03 00:00:00,3.335,Sports
2024-09-03 01:00:00,11.595,Lab
2024-09-03 01:00:00,7.558,Library
2024-09-03 01:00:00,4.282,Sports
2024-09-03 01:00:00,10.663,Admin
2024-09-03 01:00:00,7.274,Hostel
2024-09-03 02:00:00,4.029,Sports
2024-09-03 02:00:00,6.118,Library
2024-09-03 02:00:00,8.798,Admin
2024-09-03 02:00:00,11.207,Lab
2024-09-03 02:00:00,7.287,Hostel
2024-09-03 03:00:00,4.223,Sports
2024-09-03 03:00:00,5.411,Library
2024-09-03 03:00:00,12.013,Lab
2024-09-03 03:00:00,9.316,Admin
2024-09-03 03:00:00,6.76,Hostel
2024-09-03 04:00:00,4.204,Sports
2024-09-03 04:00:00,10.092,Admin
2024-09-03 04:00:00,13.036,Lab
2024-09-03 04:00:00,6.196,Library
2024-09-03 04:00:00,6.42,Hostel
2024-09-03 05:00:00,13.343,Lab
2024-09-03 05:00:00,5.52,Library
2024-09-03 05:00:00,9.165,Admin
2024-09-03 05:00:00,8.356,Hostel
2024-09-03 05:00:00,4.223,Sports
2024-09-03 06:00:00,5.904,Library
2024-09-03 06:00:00,9.879,Admin
2024-09-03 06:00:00,6.05,Sports
2024-09-03 06:00:00,7.825,Hostel
2024-09-03 06:00:00,12.395,Lab
2024-09-03 07:00:00,3.872,Sports
2024-09-03 07:00:00,9.021,Admin
2024-09-03 07:00:00,7.787,Hostel
2024-09-03 07:00:00,6.412,Library
2024-09-03 07:00:00,11.865,Lab
2024-09-03 08:00:00,11.35,Admin
2024-09-03 08:00:00,5.247,Sports
2024-09-03 08:00:00,14.314,Lab
2024-09-03 08:00:00,9.962,Hostel
2024-09-03 08:00:00,8.128,Library
2024-09-03 09:00:00,9.537,Hostel
2024-09-03 09:00:00,11.303,Admin
2024-09-03 09:00:00,13.853,Lab
2024-09-03 09:00:00,5.23,Sports
2024-09-03 09:00:00,8.238,Library
2024-09-03 10:00:00,10.963,Hostel
2024-09-03 10:00:00,13.005,Lab
2024-09-03 10:00:00,10.94,Admin
2024-09-03 10:00:00,5.688,Sports
2024-09-03 10:00:00,7.465,Library
2024-09-03 11:00:00,13.672,Lab
2024-09-03 11:00:00,5.885,Sports
2024-09-03 11:00:00,12.357,Admin
2024-09-03 11:00:00,8.635,Library
2024-09-03 11:00:00,10.871,Hostel
2024-09-03 12:00:00,8.04,Hostel
2024-09-03 12:00:00,5.871,Sports
2024-09-03 12:00:00,14.42,Lab
2024-09-03 12:00:00,7.515,Library
2024-09-03 12:00:00,11.801,Admin
2024-09-03 13:00:00,12.001,Admin
2024-09-03 13:00:00,10.753,Hostel
2024-09-03 13:00:00,7.157,Library
2024-09-03 13:00:00,6.623,Sports
2024-09-03 13:00:00,16.063,Lab
2024-09-03 14:00:00,13.191,Admin
2024-09-03 14:00:00,5.236,Sports
2024-09-03 14:00:00,8.195,Library
2024-09-03 14:00:00,13.893,Lab
2024-09-03 14:00:00,10.684,Hostel
2024-09-03 15:00:00,11.204,Hostel
2024-09-03 15:00:00,6.033,Sports
2024-09-03 15:00:00,13.977,Lab
2024-09-03 15:00:00,12.475,Admin
2024-09-03 15:00:00,9.967,Library
2024-09-03 16:00:00,15.078,Lab
2024-09-03 16:00:00,9.7,Hostel
2024-09-03 16:00:00,5.298,Sports
2024-09-03 16:00:00,12.356,Admin
2024-09-03 16:00:00,7.13,Library
2024-09-03 17:00:00,6.383,Sports
2024-09-03 17:00:00,7.957,Library
2024-09-03 17:00:00,14.155,Lab
2024-09-03 17:00:00,10.948,Hostel
2024-09-03 17:00:00,13.105,Admin
2024-09-03 18:00:00,5.381,Sports
2024-09-03 18:00:00,8.675,Library
2024-09-03 18:00:00,14.893,Lab
2024-09-03 18:00:00,11.407,Admin
2024-09-03 18:00:00,10.864,Hostel
2024-09-03 19:00:00,12.311,Admin
2024-09-03 19:00:00,5.595,Sports
2024-09-03 19:00:00,11.333,Hostel
2024-09-03 19:00:00,13.585,Lab
2024-09-03 19:00:00,8.492,Library
2024-09-03 20:00:00,14.962,Lab
2024-09-03 20:00:00,10.569,Admin
2024-09-03 20:00:00,7.581,Library
2024-09-03 20:00:00,6.162,Sports
2024-09-03 20:00:00,11.98,Hostel
2024-09-03 21:00:00,3.355,Sports
2024-09-03 21:00:00,10.746,Admin
2024-09-03 21:00:00,5.455,Library
2024-09-03 21:00:00,11.126,Lab
2024-09-03 21:00:00,7.777,Hostel
2024-09-03 22:00:00,6.493,Library
2024-09-03 22:00:00,3.523,Sports
2024-09-03 22:00:00,10.806,Lab
2024-09-03 22:00:00,6.532,Hostel
2024-09-03 22:00:00,10.536,Admin
2024-09-03 23:00:00,11.859,Lab
2024-09-03 23:00:00,8.491,Hostel
2024-09-03 23:00:00,9.843,Admin
2024-09-03 23:00:00,5.486,Library
2024-09-03 23:00:00,4.511,Sports
2024-09-04 00:00:00,12.628,Lab
2024-09-04 00:00:00,9.648,Admin
2024-09-04 00:00:00,2.582,Sports
2024-09-04 00:00:00,7.221,Hostel
2024-09-04 00:00:00,5.097,Library
2024-09-04 01:00:00,3.719,Sports
2024-09-04 01:00:00,8.117,Hostel
2024-09-04 01:00:00,7.754,Library
2024-09-04 01:00:00,10.69,Admin
2024-09-04 01:00:00,12.449,Lab
2024-09-04 02:00:00,10.848,Admin
2024-09-04 02:00:00,4.211,Sports
2024-09-04 02:00:00,8.459,Hostel
2024-09-04 02:00:00,6.684,Library
2024-09-04 02:00:00,10.735,Lab
2024-09-04 03:00:00,10.352,Admin
2024-09-04 03:00:00,12.397,Lab
2024-09-04 03:00:00,4.367,Sports
2024-09-04 03:00:00,8.808,Hostel
2024-09-04 03:00:00,6.053,Library
2024-09-04 04:00:00,10.244,Admin
2024-09-04 04:00:00,11.377,Lab
2024-09-04 04:00:00,8.601,Hostel
2024-09-04 04:00:00,5.951,Library
2024-09-04 04:00:00,4.742,Sports
2024-09-04 05:00:00,6.001,Library
2024-09-04 05:00:00,11.5,Lab
2024-09-04 05:00:00,10.05,Admin
2024-09-04 05:00:00,3.616,Sports
2024-09-04 05:00:00,7.185,Hostel
2024-09-04 06:00:00,6.086,Library
2024-09-04 06:00:00,10.658,Admin
2024-09-04 06:00:00,10.673,Lab
2024-09-04 06:00:00,3.607,Sports
2024-09-04 06:00:00,8.253,Hostel
2024-09-04 07:00:00,12.787,Lab
2024-09-04 07:00:00,4.711,Sports
2024-09-04 07:00:00,10.416,Admin
2024-09-04 07:00:00,8.238,Hostel
2024-09-04 07:00:00,6.707,Library
2024-09-04 08:00:00,9.995,Hostel
2024-09-04 08:00:00,14.285,Lab
2024-09-04 08:00:00,13.096,Admin
2024-09-04 08:00:00,7.171,Library
2024-09-04 08:00:00,5.821,Sports
2024-09-04 09:00:00,12.042,Admin
2024-09-04 09:00:00,12.813,Lab
2024-09-04 09:00:00,11.38,Hostel
2024-09-04 09:00:00,6.625,Sports
2024-09-04 09:00:00,8.782,Library
2024-09-04 10:00:00,5.224,Sports
2024-09-04 10:00:00,11.939,Hostel
2024-09-04 10:00:00,7.181,Library
2024-09-04 10:00:00,10.883,Admin
2024-09-04 10:00:00,14.242,Lab
2024-09-04 11:00:00,8.723,Library
2024-09-04 11:00:00,11.931,Admin
2024-09-04 11:00:00,8.476,Hostel
2024-09-04 11:00:00,13.491,Lab
2024-09-04 11:00:00,4.904,Sports
2024-09-04 12:00:00,5.833,Sports
2024-09-04 12:00:00,14.481,Lab
2024-09-04 12:00:00,6.635,Library
2024-09-04 12:00:00,11.332,Hostel
2024-09-04 12:00:00,12.534,Admin
2024-09-04 13:00:00,14.289,Lab
2024-09-04 13:00:00,8.634,Library
2024-09-04 13:00:00,5.877,Sports
2024-09-04 13:00:00,10.324,Hostel
2024-09-04 13:00:00,13.112,Admin
2024-09-04 14:00:00,14.318,Lab
2024-09-04 14:00:00,5.75,Sports
2024-09-04 14:00:00,11.748,Admin
2024-09-04 14:00:00,7.787,Library
2024-09-04 14:00:00,10.403,Hostel
2024-09-04 15:00:00,10.465,Admin
2024-09-04 15:00:00,9.047,Library
2024-09-04 15:00:00,4.933,Sports
2024-09-04 15:00:00,9.661,Hostel
2024-09-04 15:00:00,14.023,Lab
2024-09-04 16:00:00,14.588,Lab
2024-09-04 16:00:00,7.832,Library
2024-09-04 16:00:00,4.906,Sports
2024-09-04 16:00:00,11.412,Admin
2024-09-04 16:00:00,10.219,Hostel
2024-09-04 17:00:00,10.632,Hostel
2024-09-04 17:00:00,11.705,Admin
2024-09-04 17:00:00,8.01,Sports
2024-09-04 17:00:00,8.959,Library
2024-09-04 17:00:00,14.678,Lab
2024-09-04 18:00:00,8.985,Hostel
2024-09-04 18:00:00,6.027,Sports
2024-09-04 18:00:00,7.273,Library
2024-09-04 18:00:00,11.792,Admin
2024-09-04 18:00:00,14.739,Lab
2024-09-04 19:00:00,8.443,Library
2024-09-04 19:00:00,13.153,Lab
2024-09-04 19:00:00,11.328,Admin
2024-09-04 19:00:00,11.137,Hostel
2024-09-04 19:00:00,6.6,Sports
2024-09-04 20:00:00,10.769,Hostel
2024-09-04 20:00:00,14.572,Lab
2024-09-04 20:00:00,5.926,Library
2024-09-04 20:00:00,13.292,Admin
2024-09-04 20:00:00,7.487,Sports
2024-09-04 21:00:00,5.012,Library
2024-09-04 21:00:00,12.378,Lab
2024-09-04 21:00:00,10.277,Admin
2024-09-04 21:00:00,8.354,Hostel
2024-09-04 21:00:00,2.732,Sports
2024-09-04 22:00:00,12.646,Lab
2024-09-04 22:00:00,9.648,Admin
2024-09-04 22:00:00,9.419,Hostel
2024-09-04 22:00:00,2.424,Sports
2024-09-04 22:00:00,6.553,Library
2024-09-04 23:00:00,9.953,Admin
2024-09-04 23:00:00,3.556,Sports
2024-09-04 23:00:00,8.162,Hostel
2024-09-04 23:00:00,12.133,Lab
2024-09-04 23:00:00,6.319,Library
2024-09-05 00:00:00,8.189,Hostel
2024-09-05 00:00:00,12.575,Lab
2024-09-05 00:00:00,11.522,Admin
2024-09-05 00:00:00,3.943,Sports
2024-09-05 00:00:00,6.592,Library
2024-09-05 01:00:00,11.769,Lab
2024-09-05 01:00:00,4.769,Sports
2024-09-05 01:00:00,9.838,Admin
2024-09-05 01:00:00,7.101,Library
2024-09-05 01:00:00,9.882,Hostel
2024-09-05 02:00:00,10.79,Admin
2024-09-05 02:00:00,12.157,Lab
2024-09-05 02:00:00,3.17,Sports
2024-09-05 02:00:00,7.985,Hostel
2024-09-05 02:00:00,6.357,Library
2024-09-05 03:00:00,10.173,Admin
2024-09-05 03:00:00,6.974,Hostel
2024-09-05 03:00:00,4.981,Sports
2024-09-05 03:00:00,6.797,Library
2024-09-05 03:00:00,11.298,Lab
2024-09-05 04:00:00,4.883,Library
2024-09-05 04:00:00,8.642,Admin
2024-09-05 04:00:00,4.813,Sports
2024-09-05 04:00:00,12.604,Lab
2024-09-05 04:00:00,7.86,Hostel
2024-09-05 05:00:00,9.621,Admin
2024-09-05 05:00:00,3.751,Sports
2024-09-05 05:00:00,7.935,Hostel
2024-09-05 05:00:00,11.928,Lab
2024-09-05 05:00:00,5.342,Library
2024-09-05 06:00:00,7.294,Library
2024-09-05 06:00:00,10.402,Admin
2024-09-05 06:00:00,3.778,Sports
2024-09-05 06:00:00,8.775,Hostel
2024-09-05 06:00:00,12.887,Lab
2024-09-05 07:00:00,4.428,Sports
2024-09-05 07:00:00,8.109,Hostel
2024-09-05 07:00:00,5.108,Library
2024-09-05 07:00:00,10.469,Admin
2024-09-05 07:00:00,12.377,Lab
2024-09-05 08:00:00,11.674,Admin
2024-09-05 08:00:00,12.26,Lab
2024-09-05 08:00:00,9.744,Hostel
2024-09-05 08:00:00,7.065,Library
2024-09-05 08:00:00,5.412,Sports
2024-09-05 09:00:00,7.608,Library
2024-09-05 09:00:00,11.928,Admin
2024-09-05 09:00:00,13.278,Lab
2024-09-05 09:00:00,9.582,Hostel
2024-09-05 09:00:00,6.815,Sports
2024-09-05 10:00:00,12.822,Admin
2024-09-05 10:00:00,10.052,Hostel
2024-09-05 10:00:00,6.679,Sports
2024-09-05 10:00:00,7.466,Library
2024-09-05 10:00:00,12.906,Lab
2024-09-05 11:00:00,10.171,Hostel
2024-09-05 11:00:00,14.288,Lab
2024-09-05 11:00:00,12.552,Admin
2024-09-05 11:00:00,6.841,Library
2024-09-05 11:00:00,7.463,Sports
2024-09-05 12:00:00,14.111,Lab
2024-09-05 12:00:00,5.253,Sports
2024-09-05 12:00:00,8.209,Hostel
2024-09-05 12:00:00,11.912,Admin
2024-09-05 12:00:00,9.383,Library
2024-09-05 13:00:00,7.245,Library
2024-09-05 13:00:00,5.786,Sports
2024-09-05 13:00:00,15.912,Lab
2024-09-05 13:00:00,9.309,Hostel
2024-09-05 13:00:00,11.925,Admin
2024-09-05 14:00:00,7.03,Sports
2024-09-05 14:00:00,7.526,Library
2024-09-05 14:00:00,9.24,Hostel
2024-09-05 14:00:00,14.069,Lab
2024-09-05 14:00:00,12.573,Admin
2024-09-05 15:00:00,6.623,Sports
2024-09-05 15:00:00,13.808,Lab
2024-09-05 15:00:00,8.151,Library
2024-09-05 15:00:00,11.967,Admin
2024-09-05 15:00:00,10.206,Hostel
2024-09-05 16:00:00,7.257,Library
2024-09-05 16:00:00,8.601,Hostel
2024-09-05 16:00:00,12.565,Lab
2024-09-05 16:00:00,6.488,Sports
2024-09-05 16:00:00,11.293,Admin
2024-09-05 17:00:00,12.385,Admin
2024-09-05 17:00:00,8.483,Library
2024-09-05 17:00:00,10.968,Hostel
2024-09-05 17:00:00,15.727,Lab
2024-09-05 17:00:00,5.524,Sports
2024-09-05 18:00:00,14.302,Lab
2024-09-05 18:00:00,13.223,Admin
2024-09-05 18:00:00,6.704,Sports
2024-09-05 18:00:00,7.985,Library
2024-09-05 18:00:00,10.247,Hostel
2024-09-05 19:00:00,11.566,Admin
2024-09-05 19:00:00,12.712,Lab
2024-09-05 19:00:00,9.664,Hostel
2024-09-05 19:00:00,5.596,Sports
2024-09-05 19:00:00,8.354,Library
2024-09-05 20:00:00,5.533,Sports
2024-09-05 20:00:00,9.641,Hostel
2024-09-05 20:00:00,15.015,Lab
2024-09-05 20:00:00,10.95,Admin
2024-09-05 20:00:00,8.632,Library
2024-09-05 21:00:00,6.67,Library
2024-09-05 21:00:00,9.354,Hostel
2024-09-05 21:00:00,11.779,Lab
2024-09-05 21:00:00,8.983,Admin
2024-09-05 21:00:00,5.229,Sports
2024-09-05 22:00:00,9.479,Admin
2024-09-05 22:00:00,5.102,Library
2024-09-05 22:00:00,12.6,Lab
2024-09-05 22:00:00,8.146,Hostel
2024-09-05 22:00:00,4.628,Sports
2024-09-05 23:00:00,11.234,Admin
2024-09-05 23:00:00,6.158,Library
2024-09-05 23:00:00,4.032,Sports
2024-09-05 23:00:00,12.676,Lab
2024-09-05 23:00:00,7.139,Hostel
2024-09-06 00:00:00,9.633,Admin
2024-09-06 00:00:00,5.907,Library
2024-09-06 00:00:00,13.887,Lab
2024-09-06 00:00:00,7.967,Hostel
2024-09-06 00:00:00,4.267,Sports
2024-09-06 01:00:00,6.209,Sports
2024-09-06 01:00:00,10.128,Admin
2024-09-06 01:00:00,6.261,Library
2024-09-06 01:00:00,12.838,Lab
2024-09-06 01:00:00,8.431,Hostel
2024-09-06 02:00:00,7.369,Hostel
2024-09-06 02:00:00,4.636,Sports
2024-09-06 02:00:00,12.162,Lab
2024-09-06 02:00:00,6.466,Library
2024-09-06 02:00:00,10.237,Admin
2024-09-06 03:00:00,6.607,Library
2024-09-06 03:00:00,7.304,Hostel
2024-09-06 03:00:00,4.26,Sports
2024-09-06 03:00:00,10.197,Admin
2024-09-06 03:00:00,13.547,Lab
2024-09-06 04:00:00,11.732,Lab
2024-09-06 04:00:00,11.74,Admin
2024-09-06 04:00:00,3.676,Sports
2024-09-06 04:00:00,4.803,Library
2024-09-06 04:00:00,8.885,Hostel
2024-09-06 05:00:00,9.813,Admin
2024-09-06 05:00:00,5.121,Sports
2024-09-06 05:00:00,9.005,Hostel
2024-09-06 05:00:00,6.691,Library
2024-09-06 05:00:00,12.139,Lab
2024-09-06 06:00:00,9.711,Admin
2024-09-06 06:00:00,3.445,Sports
2024-09-06 06:00:00,8.038,Hostel
2024-09-06 06:00:00,11.89,Lab
2024-09-06 06:00:00,6.373,Library
2024-09-06 07:00:00,7.125,Hostel
2024-09-06 07:00:00,3.809,Sports
2024-09-06 07:00:00,12.023,Lab
2024-09-06 07:00:00,11.598,Admin
2024-09-06 07:00:00,5.946,Library
2024-09-06 08:00:00,14.284,Lab
2024-09-06 08:00:00,12.847,Admin
2024-09-06 08:00:00,7.546,Library
2024-09-06 08:00:00,9.513,Hostel
2024-09-06 08:00:00,6.802,Sports
2024-09-06 09:00:00,6.421,Library
2024-09-06 09:00:00,13.233,Lab
2024-09-06 09:00:00,7.364,Sports
2024-09-06 09:00:00,9.674,Hostel
2024-09-06 09:00:00,12.268,Admin
2024-09-06 10:00:00,12.497,Admin
2024-09-06 10:00:00,5.796,Sports
2024-09-06 10:00:00,8.33,Library
2024-09-06 10:00:00,13.777,Lab
2024-09-06 10:00:00,9.186,Hostel
2024-09-06 11:00:00,10.804,Hostel
2024-09-06 11:00:00,6.57,Sports
2024-09-06 11:00:00,8.229,Library
2024-09-06 11:00:00,13.056,Lab
2024-09-06 11:00:00,12.995,Admin
2024-09-06 12:00:00,12.932,Admin
2024-09-06 12:00:00,7.919,Library
2024-09-06 12:00:00,9.55,Hostel
2024-09-06 12:00:00,13.522,Lab
2024-09-06 12:00:00,6.485,Sports
2024-09-06 13:00:00,13.59,Lab
